;id;items in queue;process type;time;x;y
297;9;[];0;2;0;9
298;10;[];0;2;0;10
299;11;[];0;2;0;11
300;12;[];0;2;1;0
301;13;[];0;2;1;1
302;14;[];0;2;1;2
303;15;[];0;2;1;3
304;16;[];0;2;1;4
305;17;[];0;2;1;5
306;18;[];0;2;1;6
307;19;[];0;2;1;7
308;20;[];0;2;1;8
309;21;[];0;2;1;9
310;22;[];0;2;1;10
311;23;[];0;2;1;11
312;24;[];0;2;2;0
313;25;[];0;2;2;1
314;26;[];2;2;2;2
315;27;[];0;2;2;3
316;28;[];0;2;2;4
317;29;[];0;2;2;5
318;30;[];0;2;2;6
319;31;[];0;2;2;7
320;32;[];0;2;2;8
321;33;[];0;2;2;9
322;34;[];0;2;2;10
323;35;[];0;2;2;11
324;36;[];0;2;3;0
325;37;[];0;2;3;1
326;38;[];3;2;3;2
327;39;[];0;2;3;3
328;40;[];0;2;3;4
329;41;[];0;2;3;5
330;42;[];0;2;3;6
331;43;[];0;2;3;7
332;44;[];0;2;3;8
333;45;[];0;2;3;9
334;46;[];0;2;3;10
335;47;[];0;2;3;11
336;48;[];0;2;4;0
337;49;[];0;2;4;1
338;50;[];0;2;4;2
339;51;[];0;2;4;3
340;52;[];0;2;4;4
341;53;[];0;2;4;5
342;54;[];0;2;4;6
343;55;[];0;2;4;7
344;56;[];0;2;4;8
345;57;[];0;2;4;9
346;58;[];0;2;4;10
347;59;[];0;2;4;11
348;60;[];0;2;5;0
349;61;[];0;2;5;1
350;62;[];0;2;5;2
351;63;[];0;2;5;3
352;64;[];0;2;5;4
353;65;[];0;2;5;5
354;66;[];0;2;5;6
355;67;[];0;2;5;7
356;68;[];0;2;5;8
357;69;[];0;2;5;9
358;70;[];0;2;5;10
359;71;[];0;2;5;11
360;72;[];0;2;6;0
361;73;[];0;2;6;1
362;74;[];0;2;6;2
363;75;[];0;2;6;3
364;76;[];0;2;6;4
365;77;[];0;2;6;5
366;78;[];1;2;6;6
367;79;[];0;2;6;7
368;80;[];0;2;6;8
369;81;[];0;2;6;9
370;82;[];0;2;6;10
371;83;[];0;2;6;11
372;84;[];0;2;7;0
373;85;[];1;2;7;1
374;86;[];0;2;7;2
375;87;[];0;2;7;3
376;88;[];0;2;7;4
377;89;[];0;2;7;5
378;90;[];0;2;7;6
379;91;[];0;2;7;7
380;92;[];2;2;7;8
381;93;[];0;2;7;9
382;94;[];0;2;7;10
383;95;[];0;2;7;11
384;96;[];0;2;8;0
385;97;[];0;2;8;1
386;98;[];0;2;8;2
387;99;[];0;2;8;3
388;100;[];0;2;8;4
389;101;[];0;2;8;5
390;102;[];0;2;8;6
391;103;[];0;2;8;7
392;104;[];0;2;8;8
393;105;[];0;2;8;9
394;106;[];0;2;8;10
395;107;[];0;2;8;11
396;108;[];0;2;9;0
397;109;[];0;2;9;1
398;110;[];3;2;9;2
399;111;[];0;2;9;3
400;112;[];0;2;9;4
401;113;[];0;2;9;5
402;114;[];0;2;9;6
403;115;[];0;2;9;7
404;116;[];0;2;9;8
405;117;[];0;2;9;9
406;118;[];0;2;9;10
407;119;[];0;2;9;11
408;120;[];0;2;10;0
409;121;[];0;2;10;1
410;122;[];0;2;10;2
411;123;[];0;2;10;3
412;124;[];0;2;10;4
413;125;[];0;2;10;5
414;126;[];0;2;10;6
415;127;[];0;2;10;7
416;128;[];0;2;10;8
417;129;[];0;2;10;9
418;130;[];0;2;10;10
419;131;[];0;2;10;11
420;132;[];0;2;11;0
421;133;[];0;2;11;1
422;134;[];0;2;11;2
423;135;[];0;2;11;3
424;136;[];0;2;11;4
425;137;[];0;2;11;5
426;138;[];0;2;11;6
427;139;[];0;2;11;7
428;140;[];0;2;11;8
429;141;[];0;2;11;9
430;142;[];0;2;11;10
431;143;[];0;2;11;11
432;0;[];0;3;0;0
433;1;[];0;3;0;1
434;2;[];0;3;0;2
435;3;[];0;3;0;3
436;4;[];0;3;0;4
437;5;[];0;3;0;5
438;6;[];0;3;0;6
439;7;[];0;3;0;7
440;8;[];0;3;0;8
441;9;[];0;3;0;9
442;10;[];0;3;0;10
443;11;[];0;3;0;11
444;12;[];0;3;1;0
445;13;[];0;3;1;1
446;14;[];0;3;1;2
447;15;[];0;3;1;3
448;16;[];0;3;1;4
449;17;[];0;3;1;5
450;18;[];0;3;1;6
451;19;[];0;3;1;7
452;20;[];0;3;1;8
453;21;[];0;3;1;9
454;22;[];0;3;1;10
455;23;[];0;3;1;11
456;24;[];0;3;2;0
457;25;[];0;3;2;1
458;26;[];2;3;2;2
459;27;[];0;3;2;3
460;28;[];0;3;2;4
461;29;[];0;3;2;5
462;30;[];0;3;2;6
463;31;[];0;3;2;7
464;32;[];0;3;2;8
465;33;[];0;3;2;9
466;34;[];0;3;2;10
467;35;[];0;3;2;11
468;36;[];0;3;3;0
469;37;[];0;3;3;1
470;38;[];3;3;3;2
471;39;[];0;3;3;3
472;40;[];0;3;3;4
473;41;[];0;3;3;5
474;42;[];0;3;3;6
475;43;[];0;3;3;7
476;44;[];0;3;3;8
477;45;[];0;3;3;9
478;46;[];0;3;3;10
479;47;[];0;3;3;11
480;48;[];0;3;4;0
481;49;[];0;3;4;1
482;50;[];0;3;4;2
483;51;[];0;3;4;3
484;52;[];0;3;4;4
485;53;[];0;3;4;5
486;54;[];0;3;4;6
487;55;[];0;3;4;7
488;56;[];0;3;4;8
489;57;[];0;3;4;9
490;58;[];0;3;4;10
491;59;[];0;3;4;11
492;60;[];0;3;5;0
493;61;[];0;3;5;1
494;62;[];0;3;5;2
495;63;[];0;3;5;3
496;64;[];0;3;5;4
497;65;[];0;3;5;5
498;66;[];0;3;5;6
499;67;[];0;3;5;7
500;68;[];0;3;5;8
501;69;[];0;3;5;9
502;70;[];0;3;5;10
503;71;[];0;3;5;11
504;72;[];0;3;6;0
505;73;[];0;3;6;1
506;74;[];0;3;6;2
507;75;[];0;3;6;3
508;76;[];0;3;6;4
509;77;[];0;3;6;5
510;78;[];1;3;6;6
511;79;[];0;3;6;7
512;80;[];0;3;6;8
513;81;[];0;3;6;9
514;82;[];0;3;6;10
515;83;[];0;3;6;11
516;84;[];0;3;7;0
517;85;[];1;3;7;1
518;86;[];0;3;7;2
519;87;[];0;3;7;3
520;88;[];0;3;7;4
521;89;[];0;3;7;5
522;90;[];0;3;7;6
523;91;[];0;3;7;7
524;92;[];2;3;7;8
525;93;[];0;3;7;9
526;94;[];0;3;7;10
527;95;[];0;3;7;11
528;96;[];0;3;8;0
529;97;[];0;3;8;1
530;98;[];0;3;8;2
531;99;[];0;3;8;3
532;100;[];0;3;8;4
533;101;[];0;3;8;5
534;102;[];0;3;8;6
535;103;[];0;3;8;7
536;104;[];0;3;8;8
537;105;[];0;3;8;9
538;106;[];0;3;8;10
539;107;[];0;3;8;11
540;108;[];0;3;9;0
541;109;[];0;3;9;1
542;110;[];3;3;9;2
543;111;[];0;3;9;3
544;112;[];0;3;9;4
545;113;[];0;3;9;5
546;114;[];0;3;9;6
547;115;[];0;3;9;7
548;116;[];0;3;9;8
549;117;[];0;3;9;9
550;118;[];0;3;9;10
551;119;[];0;3;9;11
552;120;[];0;3;10;0
553;121;[];0;3;10;1
554;122;[];0;3;10;2
555;123;[];0;3;10;3
556;124;[];0;3;10;4
557;125;[];0;3;10;5
558;126;[];0;3;10;6
559;127;[];0;3;10;7
560;128;[];0;3;10;8
561;129;[];0;3;10;9
562;130;[];0;3;10;10
563;131;[];0;3;10;11
564;132;[];0;3;11;0
565;133;[];0;3;11;1
566;134;[];0;3;11;2
567;135;[];0;3;11;3
568;136;[];0;3;11;4
569;137;[];0;3;11;5
570;138;[];0;3;11;6
571;139;[];0;3;11;7
572;140;[];0;3;11;8
573;141;[];0;3;11;9
574;142;[];0;3;11;10
575;143;[];0;3;11;11
576;0;[];0;4;0;0
577;1;[];0;4;0;1
578;2;[];0;4;0;2
579;3;[];0;4;0;3
580;4;[];0;4;0;4
581;5;[];0;4;0;5
582;6;[];0;4;0;6
583;7;[];0;4;0;7
584;8;[];0;4;0;8
585;9;[];0;4;0;9
586;10;[];0;4;0;10
587;11;[];0;4;0;11
588;12;[];0;4;1;0
589;13;[];0;4;1;1
590;14;[];0;4;1;2
591;15;[];0;4;1;3
592;16;[];0;4;1;4
593;17;[];0;4;1;5
594;18;[];0;4;1;6
595;19;[];0;4;1;7
596;20;[];0;4;1;8
597;21;[];0;4;1;9
598;22;[];0;4;1;10
599;23;[];0;4;1;11
600;24;[];0;4;2;0
601;25;[];0;4;2;1
602;26;[];2;4;2;2
603;27;[];0;4;2;3
604;28;[];0;4;2;4
605;29;[];0;4;2;5
606;30;[];0;4;2;6
607;31;[];0;4;2;7
608;32;[];0;4;2;8
609;33;[];0;4;2;9
610;34;[];0;4;2;10
611;35;[];0;4;2;11
612;36;[];0;4;3;0
613;37;[];0;4;3;1
614;38;[];3;4;3;2
615;39;[];0;4;3;3
616;40;[];0;4;3;4
617;41;[];0;4;3;5
618;42;[];0;4;3;6
619;43;[];0;4;3;7
620;44;[];0;4;3;8
621;45;[];0;4;3;9
622;46;[];0;4;3;10
623;47;[];0;4;3;11
624;48;[];0;4;4;0
625;49;[];0;4;4;1
626;50;[];0;4;4;2
627;51;[];0;4;4;3
628;52;[];0;4;4;4
629;53;[];0;4;4;5
630;54;[];0;4;4;6
631;55;[];0;4;4;7
632;56;[];0;4;4;8
633;57;[];0;4;4;9
634;58;[];0;4;4;10
635;59;[];0;4;4;11
636;60;[];0;4;5;0
637;61;[];0;4;5;1
638;62;[];0;4;5;2
639;63;[];0;4;5;3
640;64;[];0;4;5;4
641;65;[];0;4;5;5
642;66;[];0;4;5;6
643;67;[];0;4;5;7
644;68;[];0;4;5;8
645;69;[];0;4;5;9
646;70;[];0;4;5;10
647;71;[];0;4;5;11
648;72;[];0;4;6;0
649;73;[];0;4;6;1
650;74;[];0;4;6;2
651;75;[];0;4;6;3
652;76;[];0;4;6;4
653;77;[];0;4;6;5
654;78;[];1;4;6;6
655;79;[];0;4;6;7
656;80;[];0;4;6;8
657;81;[];0;4;6;9
658;82;[];0;4;6;10
659;83;[];0;4;6;11
660;84;[];0;4;7;0
661;85;[];1;4;7;1
662;86;[];0;4;7;2
663;87;[];0;4;7;3
664;88;[];0;4;7;4
665;89;[];0;4;7;5
666;90;[];0;4;7;6
667;91;[];0;4;7;7
668;92;[];2;4;7;8
669;93;[];0;4;7;9
670;94;[];0;4;7;10
671;95;[];0;4;7;11
672;96;[];0;4;8;0
673;97;[];0;4;8;1
674;98;[];0;4;8;2
675;99;[];0;4;8;3
676;100;[];0;4;8;4
677;101;[];0;4;8;5
678;102;[];0;4;8;6
679;103;[];0;4;8;7
680;104;[];0;4;8;8
681;105;[];0;4;8;9
682;106;[];0;4;8;10
683;107;[];0;4;8;11
684;108;[];0;4;9;0
685;109;[];0;4;9;1
686;110;[];3;4;9;2
687;111;[];0;4;9;3
688;112;[];0;4;9;4
689;113;[];0;4;9;5
690;114;[];0;4;9;6
691;115;[];0;4;9;7
692;116;[];0;4;9;8
693;117;[];0;4;9;9
694;118;[];0;4;9;10
695;119;[];0;4;9;11
696;120;[];0;4;10;0
697;121;[];0;4;10;1
698;122;[];0;4;10;2
699;123;[];0;4;10;3
700;124;[];0;4;10;4
701;125;[];0;4;10;5
702;126;[];0;4;10;6
703;127;[];0;4;10;7
704;128;[];0;4;10;8
705;129;[];0;4;10;9
706;130;[];0;4;10;10
707;131;[];0;4;10;11
708;132;[];0;4;11;0
709;133;[];0;4;11;1
710;134;[];0;4;11;2
711;135;[];0;4;11;3
712;136;[];0;4;11;4
713;137;[];0;4;11;5
714;138;[];0;4;11;6
715;139;[];0;4;11;7
716;140;[];0;4;11;8
717;141;[];0;4;11;9
718;142;[];0;4;11;10
719;143;[];0;4;11;11
720;0;[];0;5;0;0
721;1;[];0;5;0;1
722;2;[];0;5;0;2
723;3;[];0;5;0;3
724;4;[];0;5;0;4
725;5;[];0;5;0;5
726;6;[];0;5;0;6
727;7;[];0;5;0;7
728;8;[];0;5;0;8
729;9;[];0;5;0;9
730;10;[];0;5;0;10
731;11;[];0;5;0;11
732;12;[];0;5;1;0
733;13;[];0;5;1;1
734;14;[];0;5;1;2
735;15;[];0;5;1;3
736;16;[];0;5;1;4
737;17;[];0;5;1;5
738;18;[];0;5;1;6
739;19;[];0;5;1;7
740;20;[];0;5;1;8
741;21;[];0;5;1;9
742;22;[];0;5;1;10
743;23;[];0;5;1;11
744;24;[];0;5;2;0
745;25;[];0;5;2;1
746;26;[];2;5;2;2
747;27;[];0;5;2;3
748;28;[];0;5;2;4
749;29;[];0;5;2;5
750;30;[];0;5;2;6
751;31;[];0;5;2;7
752;32;[];0;5;2;8
753;33;[];0;5;2;9
754;34;[];0;5;2;10
755;35;[];0;5;2;11
756;36;[];0;5;3;0
757;37;[];0;5;3;1
758;38;[];3;5;3;2
759;39;[];0;5;3;3
760;40;[];0;5;3;4
761;41;[];0;5;3;5
762;42;[];0;5;3;6
763;43;[];0;5;3;7
764;44;[];0;5;3;8
765;45;[];0;5;3;9
766;46;[];0;5;3;10
767;47;[];0;5;3;11
768;48;[];0;5;4;0
769;49;[];0;5;4;1
770;50;[];0;5;4;2
771;51;[];0;5;4;3
772;52;[];0;5;4;4
773;53;[];0;5;4;5
774;54;[];0;5;4;6
775;55;[];0;5;4;7
776;56;[];0;5;4;8
777;57;[];0;5;4;9
778;58;[];0;5;4;10
779;59;[];0;5;4;11
780;60;[];0;5;5;0
781;61;[];0;5;5;1
782;62;[];0;5;5;2
783;63;[];0;5;5;3
784;64;[];0;5;5;4
785;65;[];0;5;5;5
786;66;[];0;5;5;6
787;67;[];0;5;5;7
788;68;[];0;5;5;8
789;69;[];0;5;5;9
790;70;[];0;5;5;10
791;71;[];0;5;5;11
792;72;[];0;5;6;0
793;73;[];0;5;6;1
794;74;[];0;5;6;2
795;75;[];0;5;6;3
796;76;[];0;5;6;4
797;77;[];0;5;6;5
798;78;[];1;5;6;6
799;79;[];0;5;6;7
800;80;[];0;5;6;8
801;81;[];0;5;6;9
802;82;[];0;5;6;10
803;83;[];0;5;6;11
804;84;[];0;5;7;0
805;85;[];1;5;7;1
806;86;[];0;5;7;2
807;87;[];0;5;7;3
808;88;[];0;5;7;4
809;89;[];0;5;7;5
810;90;[];0;5;7;6
811;91;[];0;5;7;7
812;92;[];2;5;7;8
813;93;[];0;5;7;9
814;94;[];0;5;7;10
815;95;[];0;5;7;11
816;96;[];0;5;8;0
817;97;[];0;5;8;1
818;98;[];0;5;8;2
819;99;[];0;5;8;3
820;100;[];0;5;8;4
821;101;[];0;5;8;5
822;102;[];0;5;8;6
823;103;[];0;5;8;7
824;104;[];0;5;8;8
825;105;[];0;5;8;9
826;106;[];0;5;8;10
827;107;[];0;5;8;11
828;108;[];0;5;9;0
829;109;[];0;5;9;1
830;110;[];3;5;9;2
831;111;[];0;5;9;3
832;112;[];0;5;9;4
833;113;[];0;5;9;5
834;114;[];0;5;9;6
835;115;[];0;5;9;7
836;116;[];0;5;9;8
837;117;[];0;5;9;9
838;118;[];0;5;9;10
839;119;[];0;5;9;11
840;120;[];0;5;10;0
841;121;[];0;5;10;1
842;122;[];0;5;10;2
843;123;[];0;5;10;3
844;124;[];0;5;10;4
845;125;[];0;5;10;5
846;126;[];0;5;10;6
847;127;[];0;5;10;7
848;128;[];0;5;10;8
849;129;[];0;5;10;9
850;130;[];0;5;10;10
851;131;[];0;5;10;11
852;132;[];0;5;11;0
853;133;[];0;5;11;1
854;134;[];0;5;11;2
855;135;[];0;5;11;3
856;136;[];0;5;11;4
857;137;[];0;5;11;5
858;138;[];0;5;11;6
859;139;[];0;5;11;7
860;140;[];0;5;11;8
861;141;[];0;5;11;9
862;142;[];0;5;11;10
863;143;[];0;5;11;11
864;0;[];0;6;0;0
865;1;[];0;6;0;1
866;2;[];0;6;0;2
867;3;[];0;6;0;3
868;4;[];0;6;0;4
869;5;[];0;6;0;5
870;6;[];0;6;0;6
871;7;[];0;6;0;7
872;8;[];0;6;0;8
873;9;[];0;6;0;9
874;10;[];0;6;0;10
875;11;[];0;6;0;11
876;12;[];0;6;1;0
877;13;[];0;6;1;1
878;14;[];0;6;1;2
879;15;[];0;6;1;3
880;16;[];0;6;1;4
881;17;[];0;6;1;5
882;18;[];0;6;1;6
883;19;[];0;6;1;7
884;20;[];0;6;1;8
885;21;[];0;6;1;9
886;22;[];0;6;1;10
887;23;[];0;6;1;11
888;24;[];0;6;2;0
889;25;[];0;6;2;1
890;26;[];2;6;2;2
891;27;[];0;6;2;3
892;28;[];0;6;2;4
893;29;[];0;6;2;5
894;30;[];0;6;2;6
895;31;[];0;6;2;7
896;32;[];0;6;2;8
897;33;[];0;6;2;9
898;34;[];0;6;2;10
899;35;[];0;6;2;11
900;36;[];0;6;3;0
901;37;[];0;6;3;1
902;38;[];3;6;3;2
903;39;[];0;6;3;3
904;40;[];0;6;3;4
905;41;[];0;6;3;5
906;42;[];0;6;3;6
907;43;[];0;6;3;7
908;44;[];0;6;3;8
909;45;[];0;6;3;9
910;46;[];0;6;3;10
911;47;[];0;6;3;11
912;48;[];0;6;4;0
913;49;[];0;6;4;1
914;50;[];0;6;4;2
915;51;[];0;6;4;3
916;52;[];0;6;4;4
917;53;[];0;6;4;5
918;54;[];0;6;4;6
919;55;[];0;6;4;7
920;56;[];0;6;4;8
921;57;[];0;6;4;9
922;58;[];0;6;4;10
923;59;[];0;6;4;11
924;60;[];0;6;5;0
925;61;[];0;6;5;1
926;62;[];0;6;5;2
927;63;[];0;6;5;3
928;64;[];0;6;5;4
929;65;[];0;6;5;5
930;66;[];0;6;5;6
931;67;[];0;6;5;7
932;68;[];0;6;5;8
933;69;[];0;6;5;9
934;70;[];0;6;5;10
935;71;[];0;6;5;11
936;72;[];0;6;6;0
937;73;[];0;6;6;1
938;74;[];0;6;6;2
939;75;[];0;6;6;3
940;76;[];0;6;6;4
941;77;[];0;6;6;5
942;78;[];1;6;6;6
943;79;[];0;6;6;7
944;80;[];0;6;6;8
945;81;[];0;6;6;9
946;82;[];0;6;6;10
947;83;[];0;6;6;11
948;84;[];0;6;7;0
949;85;[];1;6;7;1
950;86;[];0;6;7;2
951;87;[];0;6;7;3
952;88;[];0;6;7;4
953;89;[];0;6;7;5
954;90;[];0;6;7;6
955;91;[];0;6;7;7
956;92;[];2;6;7;8
957;93;[];0;6;7;9
958;94;[];0;6;7;10
959;95;[];0;6;7;11
960;96;[];0;6;8;0
961;97;[];0;6;8;1
962;98;[];0;6;8;2
963;99;[];0;6;8;3
964;100;[];0;6;8;4
965;101;[];0;6;8;5
966;102;[];0;6;8;6
967;103;[];0;6;8;7
968;104;[];0;6;8;8
969;105;[];0;6;8;9
970;106;[];0;6;8;10
971;107;[];0;6;8;11
972;108;[];0;6;9;0
973;109;[];0;6;9;1
974;110;[];3;6;9;2
975;111;[];0;6;9;3
976;112;[];0;6;9;4
977;113;[];0;6;9;5
978;114;[];0;6;9;6
979;115;[];0;6;9;7
980;116;[];0;6;9;8
981;117;[];0;6;9;9
982;118;[];0;6;9;10
983;119;[];0;6;9;11
984;120;[];0;6;10;0
985;121;[];0;6;10;1
986;122;[];0;6;10;2
987;123;[];0;6;10;3
988;124;[];0;6;10;4
989;125;[];0;6;10;5
990;126;[];0;6;10;6
991;127;[];0;6;10;7
992;128;[];0;6;10;8
993;129;[];0;6;10;9
994;130;[];0;6;10;10
995;131;[];0;6;10;11
996;132;[];0;6;11;0
